,Overall,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2003,2000,1998,1997,1996,1995
0,optic cup localization,,,,attention,,,discrete space,,,,,,they,,,,,gradient vector field histograms,,,,,
1,attention,,,,,,,,,,,,,,,,,,,,,,,
2,discrete space,,,,,,,,,,,,,,,,,,,,,,,
