,Title,Year,Authors,Journal,Journal Acronym,Rank
0,Almost perfect sequences with theta = 2.,1998,"Ka Hin Leung, San Ling, Siu Lun Ma, Kian Boon Tay","Archiv der Mathematik, 70(2), 128-131",ARCH MATH,Unranked
1,Multipliers from a Banach-Valued Group Algebra to a Lipschitz Space.,1997,"Kian Boon Tay","Journal of Mathematical Analysis and Applications, 210(2), 688-701",J. Math. Anal. Appl.,Unranked
