,Title,Year,Authors,Journal,Journal Acronym,Rank
32,A Case for Distributed Multilevel Storage Infrastructure for Visual Surveillance in Intelligent Transportation Networks.,2018,"Chih Wei Ling, Anwitaman Datta, Jun Xu",IEEE Internet Comput. 22: 42-51 ,INTERNET,Unranked
33,EGRET: Extortion Graph Exploration Techniques in the Bitcoin Network.,2018,"Silivanxay Phetsouvanh, Frédérique E. Oggier, Anwitaman Datta",ICDM Workshops 2018: 244-251,ICDM,A*
34,BiVA: Bitcoin Network Visualization & Analysis.,2018,"Frédérique E. Oggier, Silivanxay Phetsouvanh, Anwitaman Datta",ICDM Workshops 2018: 1469-1474,ICDM,A*
35,Entropic Centrality for non-atomic Flow Networks.,2018,"Frédérique E. Oggier, Silivanxay Phetsouvanh, Anwitaman Datta",ISITA 2018: 50-54,ISITA,C
36,Entropy-based Graph Clustering - A Simulated Annealing Approach.,2018,"Frédérique E. Oggier, Silivanxay Phetsouvanh, Anwitaman Datta",ISITA 2018: 242-246,ISITA,C
37,Worth its Weight in Likes: Towards Detecting Fake Likes on Instagram.,2018,"Indira Sen, Anupama Aggarwal, Shiven Mian, Siddharth Singh, Ponnurangam Kumaraguru, Anwitaman Datta",WebSci 2018: 205-209,WEBSCI,Unranked
38,Load Balancing in Peer-to-Peer Overlay Networks.,2018,Anwitaman Datta,Encyclopedia of Database Systems  2018,DB,Unranked
39,Peer-to-Peer Storage.,2018,Anwitaman Datta,Encyclopedia of Database Systems  2018,DB,Unranked
40,Computational Trust Models.,2018,"Xin Liu, Anwitaman Datta, Karl Aberer",Encyclopedia of Social Network Analysis and Mining. 2nd Ed. 2018,SNAM,Unranked
41,Cooperation and Competition When Bidding for Complex Projects: Centralized and Decentralized Perspectives.,2017,"Piotr Skowron, Krzysztof Rzadca, Anwitaman Datta",IEEE Intell. Syst. 32: 17-23 ,EXPERT,Unranked
42,Write-only oblivious RAM-based privacy-preserved access of outsourced data.,2017,"Lichun Li, Anwitaman Datta",Int. J. Inf. Sec. 16: 23-42 ,IJISEC,Unranked
43,rPIR: ramp secret sharing-based communication-efficient private information retrieval.,2017,"Lichun Li, Michael Militzer, Anwitaman Datta",Int. J. Inf. Sec. 16: 603-625 ,IJISEC,Unranked
44,On query result integrity over encrypted data.,2017,"Ertem Esiner, Anwitaman Datta",Inf. Process. Lett. 122: 34-39 ,IPL,Unranked
45,Lilliput: A Storage Service for Lightweight Peer-to-Peer Online Social Networks.,2017,"Thomas Paul, Niklas Lochschmidt, Hani Salah, Anwitaman Datta, Thorsten Strufe",ICCCN 2017: 1-10,ICCCN,B
46,Data Integrity for Collaborative Applications over Hosted Services.,2017,"Ertem Esiner, Anwitaman Datta",ICDCS 2017: 1672-1682,ICDCS,A
47,A study of the performance of novel storage-centric repairable codes.,2016,"Anwitaman Datta, Lluis Pamies-Juarez, Frédérique E. Oggier",Computing 98: 319-341 ,COMPUTING,Unranked
48,Sparsity exploiting erasure coding for distributed storage of versioned data.,2016,"J. Harshan, Frédérique E. Oggier, Anwitaman Datta",Computing 98: 1305-1329 ,COMPUTING,Unranked
49,Auditable versioned data storage outsourcing.,2016,"Ertem Esiner, Anwitaman Datta",Future Gener. Comput. Syst. 55: 17-28 ,FGCS,Unranked
50,DiVers: An erasure code based storage architecture for versioning exploiting sparsity.,2016,"J. Harshan, Anwitaman Datta, Frédérique E. Oggier",Future Gener. Comput. Syst. 59: 47-62 ,FGCS,Unranked
51,Privacy-Preserving-Outsourced Association Rule Mining on Vertically Partitioned Databases.,2016,"Lichun Li, Rongxing Lu, Kim-Kwang Raymond Choo, Anwitaman Datta, Jun Shao",IEEE Trans. Inf. Forensics Secur. 11: 1847-1861 ,TIFS,Unranked
52,Differential Erasure Codes for Efficient Archival of Versioned Data in Cloud Storage Systems.,2016,"J. Harshan, Anwitaman Datta, Frédérique E. Oggier",Trans. Large Scale Data Knowl. Centered Syst. 30: 23-65 ,TLSDKCS,Unranked
53,Layered security for storage at the edge: on decentralized multi-factor access control.,2016,"Ertem Esiner, Anwitaman Datta",ICDCN 2016: 9:1-9:10,ICDCN,National
54,DMZtore: A dispersed Data Storage System with Decentralized Multi-factor Access Control (Demo).,2016,"Ertem Esiner, Shun Hanli Hanley, Anwitaman Datta",ICDCS 2016: 757-758,ICDCS,A
55,Elastic Erasure Coding for Adaptive Redundancy.,2016,"Wan-Hee Cho, Anwitaman Datta",ICDCS Workshops 2016: 176-183,ICDCSW,Unranked
56,SwiftER: Elastic Erasure Coded Storage System.,2016,"Anwitaman Datta, Wan-Hee Cho",SRDS 2016: 229-238,SRDS,B
57,Edge-centric Computing: Vision and Challenges.,2015,"Pedro García López, Alberto Montresor, Dick H. J. Epema, Anwitaman Datta, Teruo Higashino, Adriana Iamnitchi, Marinho P. Barcellos, Pascal Felber, Etienne Rivière",Comput. Commun. Rev. 45: 37-42 ,CCR,Unranked
58,Self-repairing codes - Local repairability for cheap and fast maintenance of erasure coded data.,2015,"Frédérique E. Oggier, Anwitaman Datta",Computing 97: 171-201 ,COMPUTING,Unranked
59,On repairing erasure coded data in an active-passive mixed storage network.,2015,"Frédérique E. Oggier, Anwitaman Datta",Int. J. Inf. Coding Theory 3: 58-77 ,IJICOT,Unranked
60,Game-Theoretic Mechanisms to Increase Data Availability in Decentralized Storage Systems.,2015,"Krzysztof Rzadca, Anwitaman Datta, Gunnar Kreitz, Sonja Buchegger",ACM Trans. Auton. Adapt. Syst. 10: 14:1-14:32 ,TAAS,Unranked
61,BPMiner: Algorithms for Large-Scale Private Analysis.,2015,"Quach Vinh Thanh, Anwitaman Datta",Trans. Large Scale Data Knowl. Centered Syst. 22: 1-32 ,TLSDKCS,Unranked
62,Sparsity Exploiting Erasure Coding for Resilient Storage and Efficient I/O Access in Delta Based Versioning Systems.,2015,"J. Harshan, Frédérique E. Oggier, Anwitaman Datta",ICDCS 2015: 798-799,ICDCS,A
63,Compressed Differential Erasure Codes for Efficient Archival of Versioned Data.,2015,"J. Harshan, Anwitaman Datta, Frédérique E. Oggier",CoRR abs/1503.05434 ,CORR,Unranked
64,Auditable Versioned Data Storage Outsourcing.,2015,"Ertem Esiner, Anwitaman Datta",CoRR abs/1507.08838 ,CORR,Unranked
65,A Generic Trust Framework for Large-Scale Open Systems using Machine Learning.,2014,"Xin Liu, Gilles Trédan, Anwitaman Datta",Comput. Intell. 30: 700-721 ,CI,Unranked
66,The zen of multidisciplinary team recommendation.,2014,"Anwitaman Datta, Jackson Tan Teck Yong, Stefano Braghin",J. Assoc. Inf. Sci. Technol. 65: 2518-2533 ,JASIS,Unranked
