,Title,Year,Authors,Journal,Journal Acronym,Rank
44,Mixed reality lab Singapore: a genealogy of lab projects employing the blue sky innovation research methodology.,2011,"Adrian David Cheok, Jeffrey Tzu Kwan Valino Koh, Roshan Lalintha Peiris, Owen Noel Newton Fernando",CSCW 2011: 17-24,CSCW,A
45,Personalized Cultural Information for Mobile Devices.,2011,"Owen Noel Newton Fernando, Saipang Chan, Naoko Tosa, Ryohei Nakatsu, Adrian David Cheok, Ajith P. Madurapperuma",Culture and Computing 2011: 125-126,CULTURE,Unranked
46,AmbiKraf: A Nonemissive Fabric Display for Fast Changing Textile Animation.,2011,"Roshan Lalintha Peiris, Mili John Tharakan, Owen Noel Newton Fernando, Adrian David Cheok",EUC 2011: 221-228,EUC,C
47,Petimo: Sharing Experiences through Physically Extended Social Networking.,2011,"Nimesha Ranasinghe, Owen Noel Newton Fernando, Adrian David Cheok",HCI  2011: 66-74,HCI,National
48,Electronic taste stimulation.,2011,"Nimesha Ranasinghe, Adrian David Cheok, Owen Noel Newton Fernando, Hideaki Nii, Gopalakrishnakone Ponnampalam",UbiComp 2011: 561-562,HUC,Unranked
49,AmbiKraf: a ubiquitous non-emissive color changing fabric display.,2011,"Roshan Lalintha Peiris, Mili John Tharakan, Adrian David Cheok, Owen Noel Newton Fernando",MindTrek 2011: 320-322,MINDTREK,Unranked
50,E-letter: a paper-based instant messaging system using selective wireless power transfer.,2011,"Kening Zhu, Hideaki Nii, Owen Noel Newton Fernando, Adrian David Cheok",SIGGRAPH Posters 2011: 43,SIGGRAPH,A*
51,Digital taste interface.,2011,"Nimesha Ranasinghe, Adrian David Cheok, Hideaki Nii, Owen Noel Newton Fernando, Gopalakrishnakone Ponnampalam",UIST  2011: 11-12,UIST,A*
52,Digital taste for remote multisensory interactions.,2011,"Nimesha Ranasinghe, Adrian David Cheok, Hideaki Nii, Owen Noel Newton Fernando, Gopalakrishnakone Ponnampalam",UIST  2011: 79-80,UIST,A*
53,dMarkers: ubiquitous dynamic makers for augmented reality.,2011,"Roshan Lalintha Peiris, Owen Noel Newton Fernando, Chua Su Bee, Adrian David Cheok, Arij Glycin Ganesan, Prabhash Kumarasinghe",VRCAI 2011: 217-224,VRCAI,Unranked
54,Food internet communication.,2010,"Dilrukshi Abeyrathne, Roshan Lalintha Peiris, Nimesha Ranasinghe, Owen Noel Newton Fernando, Adrian David Cheok",Advances in Computer Entertainment Technology 2010: 49-52,ACMACE,Unranked
