,Title,Year,Authors,Journal,Journal Acronym,Rank
47,Attention-from-motion: A factorization approach for detecting attention objects in motion.,2009,"Yiqun Hu, Deepu Rajan, Liang-Tien Chia",Comput. Vis. Image Underst. 113: 319-331 ,CVIU,Unranked
48,Coherent Phrase Model for Efficient Image Near-Duplicate Retrieval.,2009,"Yiqun Hu, Xiangang Cheng, Liang-Tien Chia, Xing Xie, Deepu Rajan, Ah-Hwee Tan",IEEE Trans. Multim. 11: 1434-1445 ,TMM,Unranked
49,A Latent Model for Visual Disambiguation of Keyword-based Image Search.,2009,"Kong-Wah Wan, Ah-Hwee Tan, Joo-Hwee Lim, Liang-Tien Chia, Sujoy Roy",BMVC 2009: 1-9,BMVC,A
50,Hierarchicalword image representation for parts-based object recognition.,2009,"Xiangang Cheng, Yiqun Hu, Liang-Tien Chia",ICIP 2009: 301-304,ICIP,B
51,Concept model-based unsupervised web image re-ranking.,2009,"Shenghua Gao, Xiangang Cheng, Huan Wang, Liang-Tien Chia",ICIP 2009: 793-796,ICIP,B
52,Learning instance-to-class distance for human action recognition.,2009,"Zhengxiang Wang, Yiqun Hu, Liang-Tien Chia",ICIP 2009: 3545-3548,ICIP,B
53,A Bayesian approach integrating regional and global features for image semantic learning.,2009,"Luong-Dong Nguyen, Ghim-Eng Yap, Ying Liu, Ah-Hwee Tan, Liang-Tien Chia, Joo-Hwee Lim",ICME 2009: 546-549,ICMCS,Unranked
54,LT codes decoding: Design and analysis.,2009,"Feng Lu, Chuan Heng Foh, Jianfei Cai, Liang-Tien Chia",ISIT 2009: 2492-2496,ISIT,B
55,NBgossip: An Energy-Efficient Gossip Algorithm for Wireless Sensor Networks.,2008,"Feng Lu, Liang-Tien Chia, Kok-Leong Tay, Wai-Hoe Chong",J. Comput. Sci. Technol. 23: 426-437 ,JCST,Unranked
56,Detection of visual attention regions in images using robust subspace analysis.,2008,"Yiqun Hu, Deepu Rajan, Liang-Tien Chia",J. Vis. Commun. Image Represent. 19: 199-216 ,JVCIR,Unranked
57,Study on the distribution of DCT residues and its application to R-D analysis of video coding.,2008,"Jun Xie, Liang-Tien Chia",J. Vis. Commun. Image Represent. 19: 411-425 ,JVCIR,Unranked
58,Image retrieval with a multi-modality ontology.,2008,"Huan Wang, Song Liu, Liang-Tien Chia",Multim. Syst. 13: 379-390 ,MMS,Unranked
59,Image retrieval ++ - web image retrieval with an enhanced multi-modality ontology.,2008,"Huan Wang, Liang-Tien Chia, Song Liu",Multim. Tools Appl. 39: 189-215 ,MTA,Unranked
60,Motion Context: A New Representation for Human Action Recognition.,2008,"Ziming Zhang, Yiqun Hu, Syin Chan, Liang-Tien Chia",ECCV  2008: 817-829,ECCV,A*
61,Ontology enhanced web image retrieval: aided by wikipedia & spreading activation theory.,2008,"Huan Wang, Xing Jiang, Liang-Tien Chia, Ah-Hwee Tan",Multimedia Information Retrieval 2008: 195-201,MIR,Unranked
62,Image near-duplicate retrieval using local dependencies in spatial-scale space.,2008,"Xiangang Cheng, Yiqun Hu, Liang-Tien Chia",ACM Multimedia 2008: 627-630,MM,Unranked
63,"Mapping, indexing and querying of MPEG-7 descriptors in RDBMS with IXMDB.",2007,"Yang Chu, Liang-Tien Chia, Sourav S. Bhowmick",Data Knowl. Eng. 63: 224-257 ,DKE,Unranked
64,Efficient sampling of training set in large and noisy multimedia data.,2007,"Surong Wang, Manoranjan Dash, Liang-Tien Chia, Min Xu",ACM Trans. Multim. Comput. Commun. Appl. 3: 14 ,TOMCCAP,Unranked
65,Discriminative Signatures for Image Classification.,2007,"Ziming Zhang, Syin Chan, Liang-Tien Chia",ICIP  2007: 197-200,ICIP,B
66,Semantic Retrieval with Enhanced Matchmaking and Multi-Modality Ontology.,2007,"Huan Wang, Liang-Tien Chia, Song Liu",ICME 2007: 516-519,ICMCS,Unranked
67,A ZGPCA Algorithm for Subspace Estimation.,2007,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",ICME 2007: 771-774,ICMCS,Unranked
68,Codebook+: A New Module for Creating Discriminative Codebooks.,2007,"Ziming Zhang, Syin Chan, Liang-Tien Chia",ICME 2007: 815-818,ICMCS,Unranked
69,Click4BuildingID@NTU: Click for Building Identification with GPS-enabled Camera Cell Phone.,2007,"Chai Kiat Yeo, Liang-Tien Chia, Tat-Jen Cham, D. Rajon",ICME 2007: 1059-1062,ICMCS,Unranked
70,MobileMaps@SG - Mappedia Version 1.1.,2007,"Daniel Dengyang Gan, Liang-Tien Chia",ICME 2007: 1183-1186,ICMCS,Unranked
71,NBgossip - Neighborhood Gossip with Network Coding Based Message Aggregation.,2007,"Feng Lu, Liang-Tien Chia, Kok-Leong Tay",MASS 2007: 1-12,MASS,B
72,Image classification using tensor representation.,2007,"Ziming Zhang, Syin Chan, Liang-Tien Chia",ACM Multimedia 2007: 281-284,MM,Unranked
73,Scale adaptive visual attention detection by subspace analysis.,2007,"Yiqun Hu, Deepu Rajan, Liang-Tien Chia",ACM Multimedia 2007: 525-528,MM,Unranked
74,Multimedia Web Services for an Object Tracking and Highlighting Application.,2007,"Feng Lu, Liang-Tien Chia",MMM  2007: 238-247,MMM,B
75,Secure multi-path in sensor networks.,2007,"Feng Lu, Lijuan Geng, Liang-Tien Chia, Ying-Chang Liang",SenSys 2007: 413-414,SENSYS,A*
76,"Advances in Multimedia Modeling, 13th International Multimedia Modeling Conference, MMM 2007, Singapore, January 9-12, 2007. Proceedings, Part I.",2007,"Tat-Jen Cham, Jianfei Cai, Chitra Dorai, Deepu Rajan, Tat-Seng Chua, Liang-Tien Chia","Lecture Notes in Computer Science 4351, Springer 2007, ISBN 978-3-540-69421-2 ",MMM,B
77,"Advances in Multimedia Modeling, 13th International Multimedia Modeling Conference, MMM 2007, Singapore, January 9-12, 2007. Proceedings, Part II.",2007,"Tat-Jen Cham, Jianfei Cai, Chitra Dorai, Deepu Rajan, Tat-Seng Chua, Liang-Tien Chia","Lecture Notes in Computer Science 4352, Springer 2007, ISBN 978-3-540-69428-1 ",MMM,B
78,Efficient data reduction in multimedia data.,2006,"Surong Wang, Manoranjan Dash, Liang-Tien Chia, Min Xu",Appl. Intell. 25: 359-374 ,APIN,Unranked
79,FRACTURE mining: Mining frequently and concurrently mutating structures from historical XML documents.,2006,"Ling Chen, Sourav S. Bhowmick, Liang-Tien Chia",Data Knowl. Eng. 59: 320-347 ,DKE,Unranked
80,Multimodal Semantic Analysis and Annotation for Basketball Video.,2006,"Song Liu, Min Xu, Haoran Yi, Liang-Tien Chia, Deepu Rajan",EURASIP J. Adv. Signal Process. 2006 ,EJASP,Unranked
81,A motion-based scene tree for browsing and retrieval of compressed videos.,2006,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",Inf. Syst. 31: 638-658 ,IS,Unranked
82,A motion-based scene tree for compressed video content management.,2006,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",Image Vis. Comput. 24: 131-142 ,IVC,Unranked
83,Dynamic Programming-Based Reverse Frame Selection for VBR Video Delivery Under Constrained Resources.,2006,"Dayong Tao, Jianfei Cai, Haoran Yi, Deepu Rajan, Liang-Tien Chia, King Ngi Ngan",IEEE Trans. Circuits Syst. Video Technol. 16: 1362-1375 ,TCSV,Unranked
84,A Repository Adapter for Resource Management Information.,2006,"T. M. Ong, Liang-Tien Chia, Bu-Sung Lee",CCGRID 2006: 641-644,CCGRID,B
85,An Event-Driven Sports Video Adaptation for the MPEG-21 DIA Framework.,2006,"Min Xu, Jiaming Li, Yiqun Hu, Liang-Tien Chia, Bu-Sung Lee, Deepu Rajan, Jianfei Cai",ICME 2006: 1245-1248,ICMCS,Unranked
86,"Does ontology help in image retrieval?: a comparison between keyword, text ontology and multi-modality ontology approaches.",2006,"Huan Wang, Song Liu, Liang-Tien Chia",ACM Multimedia 2006: 109-112,MM,Unranked
87,Event on demand with MPEG-21 video adaptation system.,2006,"Min Xu, Jiaming Li, Liang-Tien Chia, Yiqun Hu, Bu-Sung Lee, Deepu Rajan, Jesse S. Jin",ACM Multimedia 2006: 921-930,MM,Unranked
88,Image model based on salient regions and its applications.,2006,"Surong Wang, Liang-Tien Chia",MMM 2006,MMM,B
89,An improved distortion model for rate control of DCT-based video coding.,2006,"Jun Xie, Liang-Tien Chia, Bu-Sung Lee",MMM 2006,MMM,B
90,Affective content detection in sitcom using subtitle and audio.,2006,"Min Xu, Liang-Tien Chia, Haoran Yi, Deepu Rajan",MMM 2006,MMM,B
91,Web Image Clustering with Reduced Keywords and Weighted Bipartite Spectral Graph Partitioning.,2006,"Su Ming Koh, Liang-Tien Chia",PCM 2006: 880-889,PCM,Unranked
92,Semantics in Service Discovery and QoS Measurement.,2005,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",IT Prof. 7: 29-34 ,ITPRO,Unranked
93,Enhancement layer rate control for high bitrate SNR scalable video coding.,2005,"Jun Xie, Liang-Tien Chia",J. Vis. Commun. Image Represent. 16: 159-179 ,JVCIR,Unranked
94,Web Services Discovery with DAML-QoS Ontology.,2005,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",Int. J. Web Serv. Res. 2: 43-66 ,JWSR,Unranked
95,Automatic Generation of MPEG-7 Compliant XML Document for Motion Trajectory Descriptor in Sports Video.,2005,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",Multim. Tools Appl. 26: 191-206 ,MTA,Unranked
96,A new motion histogram to index motion content in video segments.,2005,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",Pattern Recognit. Lett. 26: 1221-1231 ,PRL,Unranked
97,Mining Positive and Negative Association Rules from XML Query Patterns for Caching.,2005,"Ling Chen, Sourav S. Bhowmick, Liang-Tien Chia",DASFAA 2005: 736-747,DASFAA,B
98,SM3+: An XML Database Solution for the Management of MPEG-7 Descriptions.,2005,"Yang Chu, Liang-Tien Chia, Sourav S. Bhowmick",DEXA 2005: 134-144,DEXA,C
99,Global Motion Compensated Key Frame Extraction from Compressed Videos.,2005,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",ICASSP  2005: 453-456,ICASSP,Unranked
100,QoS Measurement Issues with DAML-QoS Ontology.,2005,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",ICEBE 2005: 395-403,ICEBE,Unranked
101,Adaptive local context suppression of multiple cues for salient visual attention detection.,2005,"Yiqun Hu, Deepu Rajan, Liang-Tien Chia",ICME 2005: 346-349,ICMCS,Unranked
102,Affective content analysis in comedy and horror videos by audio emotional event detection.,2005,"Min Xu, Liang-Tien Chia, Jesse S. Jin",ICME 2005: 622-625,ICMCS,Unranked
103,Adaptive hierarchical multi-class SVM classifier for texture-based image classification.,2005,"Song Liu, Haoran Yi, Liang-Tien Chia, Deepu Rajan",ICME 2005: 1190-1193,ICMCS,Unranked
104,EASIER Sampling for Audio Event Identification.,2005,"Surong Wang, Min Xu, Liang-Tien Chia, Manoranjan Dash",ICME 2005: 1214-1217,ICMCS,Unranked
105,Semantic Knowledge Building for Image Database by Analyzing Web Page Contents.,2005,"Yung-Kwang Lai, Song Liu, Liang-Tien Chia, Syin Chan",ICME 2005: 1282-1285,ICMCS,Unranked
106,Attention region selection with information from professional digital camera.,2005,"Song Liu, Liang-Tien Chia, Deepu Rajan",ACM Multimedia 2005: 391-394,MM,Unranked
107,Robust subspace analysis for detecting visual attention regions in images.,2005,"Yiqun Hu, Deepu Rajan, Liang-Tien Chia",ACM Multimedia 2005: 716-724,MM,Unranked
108,Efficient Sampling: Application to Image Data.,2005,"Surong Wang, Manoranjan Dash, Liang-Tien Chia",PAKDD 2005: 452-463,PAKDD,B
