,Title,Year,Authors,Journal,Journal Acronym,Rank
47,Transferable Contextual Bandit for Cross-Domain Recommendation.,2018,"Bo Liu, Ying Wei, Yu Zhang, Zhixian Yan, Qiang Yang",AAAI 2018: 3619-3626,AAAI,A*
48,Hierarchical Attention Transfer Network for Cross-Domain Sentiment Classification.,2018,"Zheng Li, Ying Wei, Yu Zhang, Qiang Yang",AAAI 2018: 5852-5859,AAAI,A*
49,Transfer Learning via Learning to Transfer.,2018,"Ying Wei, Yu Zhang, Junzhou Huang, Qiang Yang",ICML 2018: 5072-5081,ICML,A*
50,Learning to Multitask.,2018,"Yu Zhang, Ying Wei, Qiang Yang",NeurIPS 2018: 5776-5787,NIPS,Unranked
51,Learning to Multitask.,2018,"Yu Zhang, Ying Wei, Qiang Yang",CoRR abs/1805.07541 ,CORR,Unranked
52,Exploiting Coarse-to-Fine Task Transfer for Aspect-level Sentiment Classification.,2018,"Zheng Li, Ying Wei, Yu Zhang, Xiang Zhang, Xin Li, Qiang Yang",CoRR abs/1811.10999 ,CORR,Unranked
53,End-to-End Adversarial Memory Network for Cross-domain Sentiment Classification.,2017,"Zheng Li, Yu Zhang, Ying Wei, Yuxiang Wu, Qiang Yang",IJCAI 2017: 2237-2243,IJCAI,A*
54,"Deep Neural Networks for High Dimension, Low Sample Size Data.",2017,"Bo Liu, Ying Wei, Yu Zhang, Qiang Yang",IJCAI 2017: 2287-2293,IJCAI,A*
55,Learning to Transfer.,2017,"Ying Wei, Yu Zhang, Qiang Yang",CoRR abs/1708.05629 ,CORR,Unranked
56,Heterogeneous Translated Hashing: A Scalable Solution Towards Multi-Modal Similarity Search.,2016,"Ying Wei, Yangqiu Song, Yi Zhen, Bo Liu, Qiang Yang",ACM Trans. Knowl. Discov. Data 10: 36:1-36:28 ,TKDD,Unranked
57,Instilling Social to Physical: Co-Regularized Heterogeneous Transfer Learning.,2016,"Ying Wei, Yin Zhu, Cane Wing-ki Leung, Yangqiu Song, Qiang Yang",AAAI 2016: 1338-1344,AAAI,A*
58,Transfer Knowledge between Cities.,2016,"Ying Wei, Yu Zheng, Qiang Yang",KDD 2016: 1905-1914,KDD,A*
59,Scalable heterogeneous translated hashing.,2014,"Ying Wei, Yangqiu Song, Yi Zhen, Bo Liu, Qiang Yang",KDD 2014: 791-800,KDD,A*
